"k"	"type"	"f"
"1102"	"baratijas"	1
"1103"	"barba"	3
"1104"	"bárbara"	1
"1105"	"bárbara_"	1
"1106"	"barbarie"	1
"1107"	"barco"	29
"1108"	"barcos"	41
"1109"	"barlovento"	6
"1110"	"barómetro"	2
"1111"	"barquitos"	2
"1112"	"barras"	1
"1113"	"barrían"	1
"1114"	"barril"	1
"1115"	"barrio"	3
"1116"	"barruntos"	1
"1117"	"base"	1
"1118"	"basilea"	1
"1119"	"basta"	2
"1120"	"bastaba"	1
"1121"	"bastaban"	1
"1122"	"bastamos"	1
"1123"	"bastando"	1
"1124"	"bastante"	13
"1125"	"bastantes"	5
"1126"	"bastara"	1
"1127"	"bastones"	1
"1128"	"basureros"	1
"1129"	"batahola"	1
"1130"	"batalla"	20
"1131"	"batallas"	2
"1132"	"batería"	6
"1133"	"baterías"	4
"1134"	"batía"	2
"1135"	"batíamos"	1
"1136"	"batían"	2
"1137"	"batido"	1
"1138"	"batiendo"	3
"1139"	"batieron"	1
"1140"	"batiremos"	1
"1141"	"batirnos"	1
"1142"	"batirse"	2
"1143"	"bautizo"	1
"1144"	"baza"	1
"1145"	"beber"	2
"1146"	"bebiendo"	1
"1147"	"bebió"	2
"1148"	"belicosas"	1
"1149"	"bella"	1
"1150"	"bellaco"	1
"1151"	"bellegarde"	1
"1152"	"belleza"	2
"1153"	"bello"	1
"1154"	"bendita"	1
"1155"	"bendito"	2
"1156"	"beneficio"	1
"1157"	"benevolencia"	2
"1158"	"benévolo"	1
"1159"	"benévolos"	2
"1160"	"berberiscos"	1
"1161"	"bergantín"	1
"1162"	"bergantines"	1
"1163"	"bermellón"	1
"1164"	"bermellones"	1
"1165"	"bernouville"	1
"1166"	"berrinche"	1
"1167"	"berwick"	1
"1168"	"besaban"	1
"1169"	"besos"	1
"1170"	"bicoca"	1
"1171"	"bien"	75
"1172"	"bienaventuranza"	1
"1173"	"bizcocho"	1
"1174"	"blanc"	1
"1175"	"blanc_"	1
"1176"	"blanca"	2
"1177"	"blancos"	3
"1178"	"blancura"	1
"1179"	"blanda"	1
"1180"	"blando"	2
"1181"	"blasfemias"	1
"1182"	"bloquean"	1
"1183"	"bloquear"	1
"1184"	"bloqueo"	1
"1185"	"bobadilla"	1
"1186"	"boca"	9
"1187"	"bocas"	3
"1188"	"bochorno"	2
"1189"	"bocina"	1
"1190"	"boda"	5
"1191"	"bodega"	8
"1192"	"bofetón"	1
"1193"	"bola"	2
"1194"	"bolas"	1
"1195"	"bolitas"	1
"1196"	"bollos"	1
"1197"	"bolsillo"	1
"1198"	"bolsillos"	2
"1199"	"bomba"	1
"1200"	"bombas"	5
"1201"	"bonanza"	2
"1202"	"bonaparte"	5
"1203"	"bondad"	1
"1204"	"bondadosos"	2
"1205"	"bonete"	1
"1206"	"bonita"	4
"1207"	"bonitamente"	1
"1208"	"bonito"	4
"1209"	"bonitos"	1
"1210"	"borda"	3
"1211"	"borde"	2
"1212"	"bordo"	39
"1213"	"borracho"	1
"1214"	"borrado"	1
"1215"	"borrosa"	1
"1216"	"bosque"	1
"1217"	"botafuego"	3
"1218"	"botas"	2
"1219"	"bote"	3
"1220"	"botella"	1
"1221"	"botes"	1
"1222"	"botica"	1
"1223"	"boticarios"	1
"1224"	"botiquines"	1
"1225"	"boulou"	1
"1226"	"bramaba"	1
"1227"	"bravo"	1
"1228"	"bravucones"	1
"1229"	"brazas"	2
"1230"	"brazo"	13
"1231"	"brazos"	15
"1232"	"brest"	2
"1233"	"bretaña"	1
"1234"	"breve"	2
"1235"	"breves"	1
"1236"	"bribonazo"	1
"1237"	"brigadier"	5
"1238"	"brillaban"	1
"1239"	"brillante"	1
"1240"	"brillar"	1
"1241"	"brío"	1
"1242"	"bríos"	2
"1243"	"británico"	1
"1244"	"broma"	1
"1245"	"bromas"	3
"1246"	"bromear"	1
"1247"	"brotaba"	1
"1248"	"brotar"	1
"1249"	"bruma"	2
"1250"	"brumario"	1
"1251"	"brutal"	1
"1252"	"bruto"	1
"1253"	"bucentauro"	1
"1254"	"_bucentauro_"	9
"1255"	"buen"	24
"1256"	"buena"	16
"1257"	"buenas"	4
"1258"	"bueno"	15
"1259"	"buenos"	3
"1260"	"buey"	1
"1261"	"bulle"	1
"1262"	"bulliciosas"	1
"1263"	"bulliciosos"	1
"1264"	"bum"	5
"1265"	"buque"	43
"1266"	"buques"	15
"1267"	"burdas"	1
"1268"	"burke"	1
"1269"	"burla"	3
"1270"	"burlas"	3
"1271"	"burros"	1
"1272"	"busca"	9
"1273"	"buscaba"	2
"1274"	"buscadora"	1
"1275"	"buscando"	9
"1276"	"buscar"	5
"1277"	"buscara"	1
"1278"	"buscarla"	1
"1279"	"buscarle"	1
"1280"	"buscas"	2
"1281"	"busco"	1
"1282"	"buscón"	1
"1283"	"busqué"	3
"1284"	"busquen"	1
"1285"	"bustamante"	1
"1286"	"butrón"	2
"1287"	"c"	1
"1288"	"caballerías"	1
"1289"	"caballerito"	5
"1290"	"caballero"	7
"1291"	"caballeros"	4
"1292"	"caballerosidad"	1
"1293"	"caballo"	3
"1294"	"cabe"	1
"1295"	"cabellos"	3
"1296"	"caben"	1
"1297"	"cabeza"	33
"1298"	"cabeza_"	1
"1299"	"cabezada"	1
"1300"	"cabezas"	6
"1301"	"cabía"	1
"1302"	"cable"	1
"1303"	"cabo"	16
"1304"	"cabos"	8
"1305"	"cabrestantes"	1
"1306"	"cada"	25
"1307"	"cadáver"	6
"1308"	"cadáveres"	4
"1309"	"cadena"	3
"1310"	"cádiz"	65
"1311"	"caduco"	1
"1312"	"cae"	1
"1313"	"caer"	9
"1314"	"caeremos"	1
"1315"	"caería"	1
"1316"	"caí"	2
"1317"	"caían"	5
"1318"	"caída"	1
"1319"	"caído"	10
"1320"	"caiga"	1
"1321"	"_caja"	1
"1322"	"cajigal"	1
"1323"	"cajoncito"	1
"1324"	"calambre_"	1
"1325"	"calculan"	1
"1326"	"cálculos"	1
"1327"	"calder"	1
"1328"	"calentado"	1
"1329"	"calenturillas"	1
"1330"	"calesa"	1
"1331"	"calesín"	1
"1332"	"caleta"	11
"1333"	"calibre"	2
"1334"	"calidad"	1
"1335"	"calientan"	1
"1336"	"caliente"	2
"1337"	"callaba"	2
"1338"	"callábamos"	1
"1339"	"callada"	1
"1340"	"callandito"	1
"1341"	"callar"	2
"1342"	"calle"	3
"1343"	"calles"	5
"1344"	"calló"	1
"1345"	"calma"	4
"1346"	"calmado"	3
"1347"	"calmar"	2
"1348"	"calmaron"	1
"1349"	"calor"	3
"1350"	"calorcillo"	1
"1351"	"calurosa"	1
"1352"	"calza"	1
"1353"	"calzón"	1
"1354"	"calzonazos"	1
"1355"	"calzones"	2
"1356"	"cámara"	22
"1357"	"camarada"	1
"1358"	"cámaras"	2
"1359"	"camarote"	2
"1360"	"cambiaban"	1
"1361"	"cambiado"	1
"1362"	"cambiar"	1
"1363"	"cambiaron"	1
"1364"	"cambio"	4
"1365"	"caminábamos"	1
"1366"	"caminando"	1
"1367"	"camino"	11
"1368"	"caminos"	2
"1369"	"camisas"	1
"1370"	"campana"	1
"1371"	"campaña"	3
"1372"	"campanas"	3
"1373"	"campañas"	1
"1374"	"campanudamente"	1
"1375"	"campo"	4
"1376"	"campos"	1
"1377"	"caña"	3
"1378"	"canal"	1
"1379"	"canalla"	1
"1380"	"canallas"	1
"1381"	"canapé"	1
"1382"	"canapés"	1
"1383"	"cañas"	1
"1384"	"_cañas_"	1
"1385"	"canciones"	1
"1386"	"_candilean_"	1
"1387"	"candor"	1
"1388"	"cangreja"	1
"1389"	"cañitas"	1
"1390"	"cañón"	17
"1391"	"cañonazo"	8
"1392"	"cañonazos"	6
"1393"	"cañoncito"	1
"1394"	"cañoneo"	1
"1395"	"cañones"	25
"1396"	"cansa"	1
"1397"	"cansada"	1
"1398"	"cansado"	2
"1399"	"cansancio"	2
"1400"	"cansándome"	1
"1401"	"cansar"	2
"1402"	"cantar"	2
"1403"	"cantara"	1
"1404"	"cántaro"	1
"1405"	"cantidad"	2
"1406"	"canto"	2
"1407"	"cantora"	1
"1408"	"capa"	3
"1409"	"capaces"	1
"1410"	"capaz"	4
"1411"	"capear"	1
"1412"	"capellán"	1
"1413"	"capilar"	1
"1414"	"capitán"	11
"1415"	"capitanes"	3
"1416"	"capote"	1
"1417"	"capricho"	1
"1418"	"captura"	1
"1419"	"capullo"	1
"1420"	"cara"	10
"1421"	"caracoles"	1
"1422"	"carácter"	6
"1423"	"caracteres"	1
"1424"	"caras"	1
"1425"	"carcajadas"	1
"1426"	"cardenal"	1
"1427"	"carece"	1
"1428"	"carecía"	1
"1429"	"carecían"	1
"1430"	"carena"	1
"1431"	"carezcan"	1
"1432"	"carga"	2
"1433"	"cargaba"	2
"1434"	"cargadas"	2
"1435"	"cargado"	1
"1436"	"cargamento"	1
"1437"	"cargamos"	1
"1438"	"cargando"	1
"1439"	"cargar"	3
"1440"	"cargaran"	1
"1441"	"cargo"	8
"1442"	"cargó"	2
"1443"	"cargue"	1
"1444"	"cargué"	1
"1445"	"caricatura"	1
"1446"	"caricias"	2
"1447"	"caridad"	3
"1448"	"cariño"	10
"1449"	"cariñosa"	1
"1450"	"cariñosos"	1
"1451"	"caritativa"	2
"1452"	"carlos_"	5
"1453"	"carmen"	5
"1454"	"carne"	1
"1455"	"carnero"	1
"1456"	"carnes"	2
"1457"	"caro"	2
"1458"	"carpintero"	1
"1459"	"carpinteros"	3
"1460"	"carrera"	6
"1461"	"carreras"	1
"1462"	"carronadas"	2
"1463"	"carta"	5
"1464"	"cartagena"	2
"1465"	"cartas"	1
"1466"	"cartón"	1
"1467"	"cartuchería"	1
"1468"	"casa"	54
"1469"	"casaca_"	2
"1470"	"casacas"	1
"1471"	"casacones"	4
"1472"	"_casacones_"	4
"1473"	"casada"	1
"1474"	"casado"	2
"1475"	"casados"	2
"1476"	"casar"	3
"1477"	"casara"	1
"1478"	"casaría"	1
"1479"	"casaron"	1
"1480"	"casas"	3
"1481"	"cáscaras"	1
"1482"	"cascarilla"	1
"1483"	"casco"	14
"1484"	"cascos"	3
"1485"	"casi"	22
"1486"	"caso"	18
"1487"	"casó"	1
"1488"	"casos"	2
"1489"	"casta"	1
"1490"	"castaña"	1
"1491"	"castaños"	1
"1492"	"castigaba"	1
"1493"	"castigado"	1
"1494"	"castigándome"	1
"1495"	"castigaría"	1
"1496"	"castiguen"	1
"1497"	"castilla"	2
"1498"	"castillito"	1
"1499"	"castillo"	6
"1500"	"castillos"	2
"1501"	"catafalco"	1
"1502"	"catalejo"	1
"1503"	"catalina"	1
"1504"	"catástrofe"	1
"1505"	"cátate"	2
"1506"	"catedral"	2
"1507"	"catedrales"	2
"1508"	"categorías"	1
"1509"	"católico"	1
"1510"	"catorce"	2
"1511"	"caudales"	2
"1512"	"causa"	12
"1513"	"causaba"	4
"1514"	"causado"	3
"1515"	"causándome"	2
"1516"	"causar"	2
"1517"	"causara"	1
"1518"	"causaron"	1
"1519"	"causas"	2
"1520"	"causó"	3
"1521"	"cavando"	1
"1522"	"cayeran"	1
"1523"	"cayeron"	4
"1524"	"cayetano"	1
"1525"	"cayo"	1
"1526"	"cayó"	10
"1527"	"caza"	5
"1528"	"cazando"	1
"1529"	"cebaron"	1
"1530"	"ceder"	1
"1531"	"cedido"	1
"1532"	"cediendo"	2
"1533"	"cejó"	1
"1534"	"celebraba"	1
"1535"	"celebrado"	1
"1536"	"celebrar"	1
"1537"	"celebrara"	1
"1538"	"celebraron"	1
"1539"	"célebre"	4
"1540"	"célebres"	1
"1541"	"celestial"	1
"1542"	"cena"	2
"1543"	"cenaron"	1
"1544"	"cencerros"	1
"1545"	"cenizas"	1
"1546"	"centelleantes"	1
"1547"	"centenares"	2
"1548"	"central"	1
"1549"	"centro"	8
"1550"	"cera"	2
"1551"	"cerca"	14
"1552"	"cercana"	4
"1553"	"cercano"	7
"1554"	"cercanos"	2
"1555"	"cercén"	2
"1556"	"cerciorarse"	1
"1557"	"cerebro"	6
"1558"	"ceremonia"	3
"1559"	"ceremonioso"	1
"1560"	"cerrado"	1
"1561"	"cerrando"	2
"1562"	"cerrazón"	1
"1563"	"cerré"	2
"1564"	"cerró"	3
"1565"	"certeza"	2
"1566"	"cesaba"	4
"1567"	"cesado"	2
"1568"	"cesaron"	2
"1569"	"cesó"	2
"1570"	"cesta"	1
"1571"	"chal"	1
"1572"	"chaleco"	1
"1573"	"chamusquina"	1
"1574"	"chapapote"	1
"1575"	"chaqueta"	1
"1576"	"charco"	1
"1577"	"charcos"	1
"1578"	"charla"	3
"1579"	"charlado"	2
"1580"	"charlando"	1
"1581"	"charlatán"	2
"1582"	"charlatana"	1
"1583"	"charlatanas"	1
"1584"	"chasquido"	2
"1585"	"chiclana"	2
"1586"	"chico"	1
"1587"	"chicos"	8
"1588"	"chillando"	1
"1589"	"chillaron"	1
"1590"	"chillido"	1
"1591"	"chilló"	1
"1592"	"chillona"	1
"1593"	"chinchorro"	1
"1594"	"chingurria_"	1
"1595"	"chipiona"	2
"1596"	"chiquillo"	3
"1597"	"chiquillos"	1
"1598"	"chiquitas"	1
"1599"	"chirlos"	1
"1600"	"chirrido"	1
"1601"	"chismes"	1
"1602"	"chistoso"	1
"1603"	"chistosos"	1
"1604"	"chocaban"	1
"1605"	"chocolate"	1
"1606"	"choque"	2
"1607"	"chupa"	1
"1608"	"_churras_"	1
"1609"	"churruca"	24
"1610"	"chuscas"	1
"1611"	"ci"	1
"1612"	"ciega"	1
"1613"	"ciegas"	1
"1614"	"ciego"	2
"1615"	"ciegos"	1
"1616"	"cielo"	22
"1617"	"cien"	6
"1618"	"ciencia"	6
"1619"	"ciencias"	1
"1620"	"ciento"	4
"1621"	"cierta"	17
"1622"	"ciertamente"	1
"1623"	"cierto"	21
"1624"	"ciertos"	2
"1625"	"cifra"	3
"1626"	"cifraba"	1
"1627"	"cilindros"	1
"1628"	"cinco"	10
"1629"	"cinco_"	1
"1630"	"cincuenta"	10
"1631"	"ciñe"	1
"1632"	"cintura"	2
"1633"	"circuito"	1
"1634"	"circula"	1
"1635"	"circulaban"	1
"1636"	"círculo"	2
"1637"	"circunspección"	1
"1638"	"circunstancia"	2
"1639"	"circunstancias"	4
"1640"	"circunstantes"	1
"1641"	"cirujanitos"	1
"1642"	"cirujano"	5
"1643"	"cisneros"	6
"1644"	"cisniega"	6
"1645"	"citado"	1
"1646"	"citan"	1
"1647"	"cito"	1
"1648"	"ciudad"	4
"1649"	"ciudades"	1
"1650"	"_civil_"	1
"1651"	"clamaban"	1
"1652"	"clamor"	1
"1653"	"_clara_"	1
"1654"	"claramente"	5
"1655"	"claridad"	8
"1656"	"clarísimos"	1
"1657"	"claro"	6
"1658"	"clase"	6
"1659"	"clases"	4
"1660"	"clavada"	2
"1661"	"clavar"	1
"1662"	"clavazón"	1
"1663"	"clavó"	1
"1664"	"cobarde"	3
"1665"	"cobardes"	2
"1666"	"cobardía"	2
"1667"	"cobran"	1
"1668"	"cobrar"	2
"1669"	"cobre"	1
"1670"	"coche"	1
"1671"	"coches"	1
"1672"	"cocina"	3
"1673"	"cocinas"	1
"1674"	"cocinera"	1
"1675"	"codo"	1
"1676"	"codos"	1
"1677"	"cofas"	2
"1678"	"coger"	2
"1679"	"cogerla"	1
"1680"	"cogérsela"	1
"1681"	"cogido"	2
"1682"	"cogidos"	1
"1683"	"cogieron"	1
"1684"	"cogió"	1
"1685"	"coincidencia"	2
"1686"	"cois"	1
"1687"	"cojo"	4
"1688"	"cola"	4
"1689"	"cola_"	1
"1690"	"colegas"	3
"1691"	"colegía"	1
"1692"	"cólera"	3
"1693"	"coleta"	1
"1694"	"coleto"	3
"1695"	"colgado"	1
"1696"	"colgajos"	1
"1697"	"colijo"	1
"1698"	"colilla"	1
"1699"	"colina"	1
"1700"	"colinas"	1
"1701"	"collares"	2
"1702"	"collingwood"	9
"1703"	"collingwoodes"	1
"1704"	"colmó"	1
"1705"	"colocado"	1
"1706"	"colocados"	1
"1707"	"colocándose"	1
"1708"	"colocar"	1
"1709"	"colocara"	1
"1710"	"colocarse"	1
"1711"	"colocose"	1
"1712"	"colonia"	1
"1713"	"colonias"	1
"1714"	"coloquios"	1
"1715"	"color"	2
"1716"	"colores"	3
"1717"	"colosal"	3
"1718"	"coloso"	3
"1719"	"colosos"	1
"1720"	"columna"	4
"1721"	"columnas"	3
"1722"	"comandante"	26
"1723"	"comandantes"	2
"1724"	"combate"	60
"1725"	"_combate"	2
"1726"	"combates"	3
"1727"	"combatida"	1
"1728"	"combatientes"	5
"1729"	"combatir"	3
"1730"	"combés"	7
"1731"	"combina"	1
"1732"	"combinada"	13
"1733"	"combinados"	1
"1734"	"combustibles"	1
"1735"	"come"	1
"1736"	"comedor"	2
"1737"	"comen"	1
"1738"	"comencé"	1
"1739"	"comentarios"	4
"1740"	"comenzaba"	2
"1741"	"comenzado"	1
"1742"	"comenzar"	1
"1743"	"comenzó"	7
"1744"	"comer"	4
"1745"	"comercio"	1
"1746"	"comerlas"	1
"1747"	"_comestibles_"	1
"1748"	"cometer"	1
"1749"	"cometida"	1
"1750"	"cometido"	1
"1751"	"comía"	1
"1752"	"cómico"	1
"1753"	"comida"	2
"1754"	"comiese"	1
"1755"	"comisión"	3
"1756"	"como"	321
"1757"	"cómo"	31
"1758"	"cómodamente"	1
"1759"	"cómodo"	1
"1760"	"_comodón_"	2
"1761"	"comodoro"	1
"1762"	"compadecí"	1
"1763"	"compadre"	1
"1764"	"compañero"	5
"1765"	"compañeros"	9
"1766"	"compañía"	5
"1767"	"comparable"	1
"1768"	"comparación"	1
"1769"	"comparado"	2
"1770"	"comparativamente"	1
"1771"	"compartieron"	1
"1772"	"compartimientos"	1
"1773"	"compartir"	1
"1774"	"compasión"	5
"1775"	"compasivamente"	1
"1776"	"compelido"	1
"1777"	"compensaba"	1
"1778"	"complacencia"	1
"1779"	"complacido"	1
"1780"	"complaciente"	1
"1781"	"complacientes"	1
"1782"	"compleja"	1
"1783"	"completa"	4
"1784"	"completamente"	4
"1785"	"completando"	1
"1786"	"completo"	6
"1787"	"completos"	1
"1788"	"complicación"	1
"1789"	"complicado"	1
"1790"	"cómplice"	1
"1791"	"componía"	1
"1792"	"componían"	1
"1793"	"componiendo"	1
"1794"	"comportamiento"	2
"1795"	"comprábamos"	1
"1796"	"compramos"	1
"1797"	"comprar"	1
"1798"	"comprarla"	1
"1799"	"compré"	1
"1800"	"comprendan"	1
"1801"	"comprende"	5
"1802"	"comprender"	12
"1803"	"comprenderá"	4
"1804"	"comprendí"	12
"1805"	"comprendía"	1
"1806"	"comprendían"	1
"1807"	"comprendido"	1
"1808"	"comprendiendo"	1
"1809"	"comprendieron"	1
"1810"	"comprendimos"	1
"1811"	"comprendió"	3
"1812"	"comprendo"	1
"1813"	"comprimido"	1
"1814"	"comprometida"	1
"1815"	"comprometido"	1
"1816"	"compromiso"	1
"1817"	"compuesto"	3
"1818"	"comulgado"	1
"1819"	"comulgué"	1
"1820"	"común"	5
"1821"	"comunes"	1
"1822"	"comunica"	1
"1823"	"comunicado"	1
"1824"	"comunicándose"	2
"1825"	"comunicara"	1
"1826"	"comunicaran"	1
"1827"	"con"	625
"1828"	"concebía"	1
"1829"	"concediera"	1
"1830"	"concedieron"	2
"1831"	"concepciones"	1
"1832"	"concepto"	1
"1833"	"concerniente"	1
"1834"	"concertado"	1
"1835"	"conciencia"	4
"1836"	"concierto"	3
"1837"	"conciliar"	1
"1838"	"concluía"	1
"1839"	"concluida"	3
"1840"	"concluido"	3
"1841"	"concluir"	3
"1842"	"concluirían"	1
"1843"	"concluyó"	2
"1844"	"concurrían"	2
"1845"	"concurrir"	1
"1846"	"conde"	3
"1847"	"_conde"	1
"1848"	"condecoraciones"	1
"1849"	"condenada"	1
"1850"	"condenado"	2
"1851"	"condenados"	1
"1852"	"condene"	1
"1853"	"condeno"	1
"1854"	"condenó"	2
"1855"	"condes"	1
"1856"	"condición"	3
"1857"	"condiciones"	3
"1858"	"conducía"	1
"1859"	"conducido"	2
"1860"	"conducidos"	2
"1861"	"conducta"	1
"1862"	"condujeron"	1
"1863"	"condujo"	1
"1864"	"conferencia"	4
"1865"	"conferenciando"	1
"1866"	"conferencias"	3
"1867"	"confesado"	1
"1868"	"confesar"	1
"1869"	"confesaré"	1
"1870"	"confesarlas"	1
"1871"	"confesarse"	1
"1872"	"confesé"	1
"1873"	"confesemos"	1
"1874"	"confiaba"	1
"1875"	"confiadamente"	1
"1876"	"confiado"	1
"1877"	"confiados"	1
"1878"	"confiando"	1
"1879"	"confianza"	5
"1880"	"confiar"	1
"1881"	"confidencia"	1
"1882"	"confieso"	5
"1883"	"configuración"	1
"1884"	"confirmaban"	1
"1885"	"conformado"	1
"1886"	"conforme"	8
"1887"	"conformidad"	1
"1888"	"confunde"	1
"1889"	"confundían"	1
"1890"	"confundida"	1
"1891"	"confundieron"	1
"1892"	"confundió"	1
"1893"	"confundir"	1
"1894"	"confusa"	2
"1895"	"confusión"	3
"1896"	"confuso"	1
"1897"	"congoja"	1
"1898"	"congregaba"	1
"1899"	"conil"	1
"1900"	"conjeturas"	1
"1901"	"conjunto"	4
"1902"	"conmigo"	10
"1903"	"conmiseración"	1
"1904"	"conmovida"	2
"1905"	"conmovido"	1
"1906"	"conmoviera"	1
"1907"	"conmovió"	1
"1908"	"conoce"	5
"1909"	"conocedora"	1
"1910"	"conocen"	1
"1911"	"conocer"	6
"1912"	"conocerá"	1
"1913"	"conocí"	6
"1914"	"conocía"	7
"1915"	"conocían"	1
"1916"	"conocida"	2
"1917"	"conocidas"	1
"1918"	"conocido"	6
"1919"	"conociendo"	4
"1920"	"conociera"	1
"1921"	"conociéramos"	1
"1922"	"conocimiento"	5
"1923"	"conozco"	1
"1924"	"conquista"	1
"1925"	"conquistaba"	1
"1926"	"conquistada"	1
"1927"	"consagrando"	1
"1928"	"consagrar"	1
"1929"	"consagráronle"	1
"1930"	"consagrarte"	1
"1931"	"consagré"	1
"1932"	"consagro"	1
"1933"	"consecuencia"	1
"1934"	"consecuencias"	3
"1935"	"conseguido"	1
"1936"	"conseguir"	1
"1937"	"consejero"	1
"1938"	"consejo"	4
"1939"	"consejos"	1
"1940"	"consentía"	1
"1941"	"consentían"	1
"1942"	"conservaba"	4
"1943"	"conservaban"	1
"1944"	"conservábase"	1
"1945"	"conservación"	2
"1946"	"conservado"	2
"1947"	"conservados"	1
"1948"	"conservar"	2
"1949"	"conservo"	2
"1950"	"conservó"	1
"1951"	"consideraba"	5
"1952"	"considerábamos"	1
"1953"	"considerable"	1
"1954"	"considerablemente"	1
"1955"	"consideración"	2
"1956"	"consideraciones"	1
"1957"	"considerado"	1
"1958"	"considerados"	1
"1959"	"considerando"	3
"1960"	"considerándome"	1
"1961"	"considerar"	2
"1962"	"considerarme"	1
"1963"	"considerarse"	1
"1964"	"considere"	1
"1965"	"considero"	1
"1966"	"consigna"	1
"1967"	"consignada"	1
"1968"	"consignó"	1
"1969"	"consigo"	1
"1970"	"consigue"	1
"1971"	"consiguiendo"	1
"1972"	"consiguió"	2
"1973"	"consintió"	1
"1974"	"consistía"	11
"1975"	"consolado"	1
"1976"	"consolador"	1
"1977"	"consolándole"	1
"1978"	"consolé"	1
"1979"	"consoló"	1
"1980"	"consorcio"	2
"1981"	"consorte"	2
"1982"	"constaba"	2
"1983"	"constante"	3
"1984"	"constar"	1
"1985"	"consternación"	4
"1986"	"constitución"	1
"1987"	"constituía"	2
"1988"	"constituyen"	1
"1989"	"construcciones"	1
"1990"	"construido"	2
"1991"	"construir"	4
"1992"	"construiría"	3
"1993"	"construirlo"	1
"1994"	"construirse"	1
"1995"	"consuelo"	4
"1996"	"consuelos"	1
"1997"	"cónsul"	4
"1998"	"consultar"	2
"1999"	"consulté"	2
"2000"	"consumado"	2
"2001"	"consumía"	2
"2002"	"contaba"	4
"2003"	"contábamos"	1
"2004"	"contacto"	2
"2005"	"contad"	1
"2006"	"contado"	5
"2007"	"contando"	2
"2008"	"contándole"	2
"2009"	"contante"	1
"2010"	"contar"	3
"2011"	"contaré"	1
"2012"	"contarles"	1
"2013"	"contarlo"	1
"2014"	"conté"	2
"2015"	"contemos"	1
"2016"	"contemplaba"	2
"2017"	"contemplábamos"	1
"2018"	"contemplación"	4
"2019"	"contemplando"	4
"2020"	"contemplándole"	1
"2021"	"contemplándonos"	1
"2022"	"contemplar"	2
"2023"	"contemplarle"	1
"2024"	"contemplé"	1
"2025"	"contendientes"	1
"2026"	"contener"	5
"2027"	"contenerse"	1
"2028"	"contenía"	1
"2029"	"contenta"	1
"2030"	"contentaba"	1
"2031"	"contentarse"	1
"2032"	"contento"	3
"2033"	"contentó"	1
"2034"	"contesta"	1
"2035"	"contestaba"	2
"2036"	"contestación"	2
"2037"	"contestado"	1
"2038"	"contestar"	4
"2039"	"contestarme"	2
"2040"	"contestaron"	2
"2041"	"conteste"	1
"2042"	"contesté"	4
"2043"	"contestó"	25
"2044"	"contienda"	2
"2045"	"contigo"	1
"2046"	"continente"	1
"2047"	"continuaba"	2
"2048"	"continuara"	1
"2049"	"continuo"	1
"2050"	"continuó"	16
"2051"	"contó"	2
"2052"	"contornos"	1
"2053"	"contra"	34
"2054"	"contrabandista"	1
"2055"	"contrabandistas"	1
"2056"	"contradicciones"	1
"2057"	"contraía"	1
"2058"	"contramaestre"	5
"2059"	"contramaestres"	2
"2060"	"contraria"	3
"2061"	"contrariado"	1
"2062"	"contrariar"	1
"2063"	"contrariarme"	1
"2064"	"contrariedades"	1
"2065"	"contrario"	8
"2066"	"contrarios"	3
"2067"	"contratiempo"	1
"2068"	"controvertía"	1
"2069"	"contusión"	1
"2070"	"contuvo"	1
"2071"	"convencer"	1
"2072"	"convencerla"	2
"2073"	"convencerle"	1
"2074"	"convencía"	1
"2075"	"convencida"	1
"2076"	"convencidos"	1
"2077"	"convenciéndole"	1
"2078"	"convención"	1
"2079"	"convenía"	2
"2080"	"conveniente"	1
"2081"	"convenientemente"	1
"2082"	"convenio"	1
"2083"	"convenir"	1
"2084"	"conversación"	16
"2085"	"conversaciones"	1
"2086"	"convertía"	2
"2087"	"convertido"	4
"2088"	"convertirían"	1
"2089"	"convertirla"	1
"2090"	"convertirse"	1
"2091"	"convicción"	1
"2092"	"convida"	1
"2093"	"convierte"	2
"2094"	"conviniendo"	1
"2095"	"convinieron"	1
"2096"	"convirtió"	2
"2097"	"convite"	1
"2098"	"convulsiones"	1
"2099"	"conwallis"	1
"2100"	"cooperación"	2
"2101"	"copa"	1
"2102"	"coraje"	7
"2103"	"coraza"	1
"2104"	"corazón"	18
"2105"	"corazones"	4
"2106"	"corbata"	1
"2107"	"corbeta"	1
"2108"	"corcel"	2
"2109"	"cordero"	1
"2110"	"cordiales"	1
"2111"	"cordialmente"	1
"2112"	"córdova"	6
"2113"	"corneta"	5
"2114"	"corneta_"	5
"2115"	"corona"	1
"2116"	"coronel"	2
"2117"	"coronilla"	1
"2118"	"corral"	2
"2119"	"corre"	2
"2120"	"correcto"	1
"2121"	"correo"	1
"2122"	"correr"	5
"2123"	"corresponde"	2
"2124"	"correspondencia"	1
"2125"	"corresponder"	1
"2126"	"correspondía"	1
"2127"	"correspondían"	1
"2128"	"correspondiendo"	1
"2129"	"correspondiente"	2
"2130"	"correspondientes"	2
"2131"	"corrí"	9
"2132"	"corría"	10
"2133"	"corríamos"	1
"2134"	"corrían"	7
"2135"	"corrido"	1
"2136"	"corriendo"	2
"2137"	"corriente"	1
"2138"	"corriera"	1
"2139"	"corrieran"	1
"2140"	"corrieron"	3
"2141"	"corrillos"	1
"2142"	"corrimos"	3
"2143"	"corrió"	2
"2144"	"corro"	2
"2145"	"corrompido"	1
"2146"	"corruptelas"	1
"2147"	"corta"	1
