"avellaneda_sab_cuba" "bazan_various_spain" "carrasquilla_frutosDeMiTierra_colombia" "diaz_manuela_colombia" "galdos_trafalgar_spain" "hernandez_martinFierro_argentina" "isaacs_maria_colombia" "lizardi_periquilloFull_mexico" "marmol_amalia_argentina" "mitre_soledad_bolivia" "palacios_elAlferezReal_colombia" "samper_dolores_colombia"
"encontró" 0.0132726583238529 0.0158142771293924 0.0143036960750658 0.0142333558694801 0.00780792504391958 0 0.00557351465834355 0.00148738695859115 0.00692293047647069 0.0237315487208695 0.0156651041729427 0.0154209931119564
"esclavo" 0.104285172544558 0 0 0.00948890391298675 0.00195198126097989 0.00277192593413904 0.0111470293166871 0.00297477391718229 0.000865366309558836 0 0.00723004807981973 0
"mismos" 0.0113765642775882 0 0.00286073921501316 0.00593056494561672 0.00585594378293968 0 0 0.0223108043788672 0.0138458609529414 0.0142389292325217 0.0132550881463362 0
"tenemos" 0 0 0.0114429568600526 0.0189778078259735 0.00975990630489947 0.00554385186827808 0.00557351465834355 0.010411708710138 0.0138458609529414 0 0.00723004807981973 0
"común" 0.00758437618505878 0 0.00572147843002632 0.00830279092386341 0.00975990630489947 0 0 0.0223108043788672 0.0121151283338237 0 0.0156651041729427 0
"grito" 0.0170648464163823 0.0158142771293924 0 0.0106750169021101 0.00975990630489947 0.0277192593413904 0.0334410879500613 0 0.0095190294051472 0.00949261948834781 0.00361502403990987 0.025701655186594
"llevó" 0.00379218809252939 0.00632571085175697 0.0114429568600526 0.00830279092386341 0.0156158500878392 0.0138596296706952 0 0.0178486435030938 0.00778829678602953 0 0.0132550881463362 0.0154209931119564
"mandó" 0.00379218809252939 0.00316285542587848 0.0071518480375329 0.0225361467933435 0.0175678313488191 0.00554385186827808 0 0.00743693479295574 0.0047595147025736 0.0047463097441739 0.0228951522527625 0.0102806620746376
"muchacha" 0 0.0316285542587848 0.0228859137201053 0.00593056494561672 0 0 0.00557351465834355 0.0237981913374584 0.00216341577389709 0.0047463097441739 0.0216901442394592 0.0205613241492752
"pía" 0 0 0 0.0901445871733741 0 0 0 0 0 0 0 0
"quizá" 0 0.0253028434070279 0 0.00118611298912334 0.00585594378293968 0 0.0167205439750307 0.0133864826273203 0.0212014745841915 0 0.00361502403990987 0
"últimos" 0.0189609404626469 0.00316285542587848 0.00572147843002632 0.00593056494561672 0.00975990630489947 0.00277192593413904 0.0390146026084049 0.00148738695859115 0.0112497620242649 0.0189852389766956 0.00723004807981973 0.0308419862239128
"amiga" 0.043610163064088 0.0189771325552709 0.0071518480375329 0.0166055818477268 0 0 0 0.00148738695859115 0.00735561363125011 0.0237315487208695 0.00241001602660658 0.0102806620746376
"aquél" 0.00379218809252939 0.00948856627763545 0.0157340656825724 0 0.0117118875658794 0.00277192593413904 0.0278675732917178 0.0148738695859115 0.0147112272625002 0 0.00361502403990987 0
"aquello" 0.00758437618505878 0.00316285542587848 0.0371896097951711 0.00830279092386341 0.0195198126097989 0.0277192593413904 0.0111470293166871 0.00446216087577344 0.00389414839301476 0.0047463097441739 0 0.0102806620746376
"argentina" 0.00379218809252939 0 0.00143036960750658 0 0 0 0 0 0.0302878208345593 0.0047463097441739 0 0.0051403310373188
"batalla" 0.00189609404626469 0.0126514217035139 0.00143036960750658 0.00118611298912334 0.0390396252195979 0 0 0.00148738695859115 0.0194707419650738 0.00949261948834781 0 0
"diré" 0.00948047023132347 0.00632571085175697 0.00429110882251974 0.00830279092386341 0.0175678313488191 0.0221754074731123 0 0.00446216087577344 0.00822097994080894 0.0189852389766956 0.0144600961596395 0.0154209931119564
"ejemplo" 0.00379218809252939 0.00316285542587848 0.00572147843002632 0.00355833896737003 0.00780792504391958 0.0166315556048342 0 0.0178486435030938 0.0142785441077208 0.0047463097441739 0.0108450721197296 0
"juventud" 0.0265453166477057 0.0158142771293924 0.0071518480375329 0.00474445195649338 0.00585594378293968 0 0.00557351465834355 0.00743693479295574 0.00995171255992662 0.0332241682092173 0.00241001602660658 0.0308419862239128
"llamaba" 0.00568828213879408 0.0126514217035139 0.0071518480375329 0.0118611298912334 0.0156158500878392 0.0110877037365562 0.00557351465834355 0.0133864826273203 0.00519219785735302 0.0047463097441739 0.0216901442394592 0
"mansilla" 0 0 0 0 0 0 0 0 0.0324512366084564 0 0 0
"mercedes" 0 0 0 0.00237222597824669 0.00195198126097989 0.00277192593413904 0.00557351465834355 0.00148738695859115 0.00865366309558836 0 0.0265101762926723 0.138788938007608
"profunda" 0.0265453166477057 0 0.00429110882251974 0.00355833896737003 0.0136638688268593 0 0 0.00446216087577344 0.00822097994080894 0.0427167876975651 0.0156651041729427 0.0205613241492752
"salido" 0.00189609404626469 0.00632571085175697 0.00429110882251974 0.0106750169021101 0.0175678313488191 0.00831577780241712 0.0167205439750307 0.00892432175154688 0.0129804946433825 0.0142389292325217 0.00602504006651644 0.0051403310373188
"salud" 0.0113765642775882 0.0189771325552709 0.00429110882251974 0.00355833896737003 0.00780792504391958 0 0.00557351465834355 0.0163612565445026 0.0125478114886031 0.00949261948834781 0.00723004807981973 0.0205613241492752
"trapiche" 0 0 0 0.0699806663582773 0 0 0 0 0 0 0.0156651041729427 0.0154209931119564
"virgen" 0.00948047023132347 0.0126514217035139 0.0429110882251974 0.00474445195649338 0.0117118875658794 0.00277192593413904 0.0278675732917178 0.00297477391718229 0.00346146523823535 0.00949261948834781 0.00843505609312302 0.0051403310373188
"anda" 0.00189609404626469 0.0189771325552709 0.00572147843002632 0.00711667793474006 0.0117118875658794 0.0498946668145027 0 0.010411708710138 0.0095190294051472 0 0.00361502403990987 0.0051403310373188
"barracas" 0 0.00316285542587848 0 0 0 0 0 0 0.0315858702988975 0 0 0
"capa" 0.00189609404626469 0.0126514217035139 0.0100125872525461 0 0.00585594378293968 0 0 0.0252855782960495 0.0138458609529414 0.00949261948834781 0.00964006410642631 0
"capaz" 0.0284414106939704 0.0189771325552709 0.0200251745050921 0.00474445195649338 0.00780792504391958 0.00831577780241712 0.00557351465834355 0.010411708710138 0.00346146523823535 0.0189852389766956 0.00843505609312302 0.0051403310373188
"conozco" 0.0170648464163823 0.00948856627763545 0.0071518480375329 0.00830279092386341 0.00195198126097989 0.0194034815389733 0 0.0148738695859115 0.0108170788694855 0.0142389292325217 0.00482003205321315 0
"linda" 0.0170648464163823 0.00948856627763545 0.00572147843002632 0.0118611298912334 0.00195198126097989 0.00554385186827808 0.0167205439750307 0 0.0112497620242649 0.0189852389766956 0.0108450721197296 0.0154209931119564
"marcha" 0.0132726583238529 0.00632571085175697 0.00572147843002632 0.00355833896737003 0.0234237751317587 0.00277192593413904 0.0167205439750307 0.00148738695859115 0.0147112272625002 0.0142389292325217 0.00241001602660658 0.0102806620746376
"primo" 0 0 0 0 0.00585594378293968 0 0.0167205439750307 0.00148738695859115 0.0108170788694855 0.0189852389766956 0.0409702724523118 0.0205613241492752
"querer" 0.00379218809252939 0.00632571085175697 0.00286073921501316 0.0142333558694801 0.00390396252195979 0.00831577780241712 0.0111470293166871 0.00594954783436459 0.0160092767268385 0.0047463097441739 0.00723004807981973 0.0051403310373188
"quince" 0.0113765642775882 0.00948856627763545 0.0071518480375329 0.00237222597824669 0.00975990630489947 0 0.0111470293166871 0.0148738695859115 0.0108170788694855 0.0142389292325217 0.0156651041729427 0
"toma" 0.0113765642775882 0 0.0071518480375329 0.00474445195649338 0.00390396252195979 0.00831577780241712 0 0.00594954783436459 0.0173073261911767 0.0047463097441739 0.00964006410642631 0.0051403310373188
"vela" 0.00568828213879408 0.00316285542587848 0.0114429568600526 0.0201639208150968 0.00975990630489947 0 0.00557351465834355 0.00892432175154688 0.00865366309558836 0.0047463097441739 0.0144600961596395 0
"ves" 0.0132726583238529 0.00632571085175697 0.0200251745050921 0.00948890391298675 0.00780792504391958 0 0.00557351465834355 0.0118990956687292 0.0095190294051472 0.0142389292325217 0.00602504006651644 0
"vive" 0.0151687523701176 0.0126514217035139 0 0.00474445195649338 0.00390396252195979 0.0471227408803637 0.00557351465834355 0.00594954783436459 0.0095190294051472 0.00949261948834781 0.00723004807981973 0.0205613241492752
"amistad" 0.00758437618505878 0.00316285542587848 0.00286073921501316 0.00948890391298675 0.00195198126097989 0 0 0.0267729652546406 0.0129804946433825 0.00949261948834781 0.00482003205321315 0.0154209931119564
"canto" 0.00379218809252939 0.00316285542587848 0.0143036960750658 0.00948890391298675 0.00390396252195979 0.0471227408803637 0.0278675732917178 0 0.00519219785735302 0.0142389292325217 0.0156651041729427 0
"echar" 0.00189609404626469 0.00948856627763545 0.0185948048975855 0.0130472428803568 0.0117118875658794 0.0221754074731123 0 0.010411708710138 0.00865366309558836 0.0047463097441739 0.00361502403990987 0
"gritó" 0.00948047023132347 0.0158142771293924 0.0157340656825724 0.0166055818477268 0.00390396252195979 0.00831577780241712 0 0 0.0121151283338237 0 0.00361502403990987 0.0102806620746376
"palo" 0 0.00632571085175697 0.0071518480375329 0.0332111636954536 0.0351356626976381 0.0221754074731123 0 0.0118990956687292 0.000865366309558836 0 0.00120500801330329 0.0051403310373188
"profundo" 0.0284414106939704 0.0158142771293924 0.00429110882251974 0.00711667793474006 0.0136638688268593 0 0.0111470293166871 0.00297477391718229 0.00562488101213244 0.0237315487208695 0.0132550881463362 0.0205613241492752
"queda" 0.0170648464163823 0.00948856627763545 0.0100125872525461 0.0118611298912334 0.00780792504391958 0.0194034815389733 0 0.00446216087577344 0.00259609892867651 0.0047463097441739 0.0241001602660658 0.0154209931119564
"seguro" 0 0.0221399879811494 0.00286073921501316 0.0130472428803568 0.0253757563927386 0.00554385186827808 0 0.0133864826273203 0.00605756416691185 0.0142389292325217 0.0120500801330329 0.0102806620746376
"ternura" 0.043610163064088 0.0158142771293924 0.0143036960750658 0.00355833896737003 0 0.00277192593413904 0.0222940586333742 0.00892432175154688 0.00129804946433825 0.0237315487208695 0.00964006410642631 0.025701655186594
"tuve" 0.00189609404626469 0 0.00429110882251974 0.0118611298912334 0.0195198126097989 0.0332631112096685 0.00557351465834355 0.0312351261304141 0.0047595147025736 0 0.00241001602660658 0.0102806620746376
"única" 0.0227531285551763 0.0126514217035139 0.00572147843002632 0.00948890391298675 0.00780792504391958 0.00554385186827808 0.0222940586333742 0.00297477391718229 0.00778829678602953 0.00949261948834781 0.0120500801330329 0.0154209931119564
"deja" 0.0113765642775882 0.00632571085175697 0.0114429568600526 0.0201639208150968 0 0.0277192593413904 0 0.010411708710138 0.00692293047647069 0.0047463097441739 0.00602504006651644 0
"dueño" 0.0132726583238529 0.0253028434070279 0.00858221764503948 0.0237222597824669 0 0.0110877037365562 0.00557351465834355 0.0118990956687292 0.00432683154779418 0.0189852389766956 0.00361502403990987 0.0051403310373188
"encontrar" 0.0113765642775882 0.00948856627763545 0.00858221764503948 0.00593056494561672 0.00975990630489947 0.0221754074731123 0.0111470293166871 0.00297477391718229 0.0108170788694855 0.0189852389766956 0.00241001602660658 0.0205613241492752
"hojas" 0.00758437618505878 0.0126514217035139 0.00143036960750658 0.0225361467933435 0.00390396252195979 0.00554385186827808 0.0222940586333742 0 0.00778829678602953 0.0237315487208695 0.0120500801330329 0.0154209931119564
"llamó" 0.00948047023132347 0 0.00572147843002632 0.0177916948368502 0.00780792504391958 0.00831577780241712 0.0167205439750307 0.00446216087577344 0.00519219785735302 0.0284778584650434 0.0192801282128526 0.0051403310373188
"negra" 0.00568828213879408 0.00316285542587848 0.0185948048975855 0.00711667793474006 0.00195198126097989 0.0194034815389733 0.0167205439750307 0.00446216087577344 0.00692293047647069 0.00949261948834781 0.0204851362261559 0
"perfectamente" 0.00379218809252939 0.0158142771293924 0.00143036960750658 0.00237222597824669 0.00390396252195979 0 0.00557351465834355 0.00594954783436459 0.0203361082746327 0.00949261948834781 0.00723004807981973 0
"somos" 0.00189609404626469 0.00632571085175697 0.00572147843002632 0.0154194688586035 0.00975990630489947 0.00554385186827808 0.00557351465834355 0.0148738695859115 0.0129804946433825 0.00949261948834781 0.00241001602660658 0
"sucesos" 0 0.00316285542587848 0.00143036960750658 0.00593056494561672 0.00585594378293968 0 0 0.00297477391718229 0.0242302566676474 0.0047463097441739 0.00361502403990987 0
"ansi" 0 0 0 0 0 0.196806741323872 0 0 0 0 0 0
"comenzó" 0.00568828213879408 0.00632571085175697 0.00286073921501316 0.0154194688586035 0.0136638688268593 0.00277192593413904 0 0.0193360304616849 0.00346146523823535 0 0.0265101762926723 0
"conducta" 0.0113765642775882 0 0.00429110882251974 0.00355833896737003 0.00195198126097989 0 0.0222940586333742 0.0327225130890052 0.00908634625036778 0.0142389292325217 0.00361502403990987 0.025701655186594
"crimen" 0.00189609404626469 0.00632571085175697 0.00143036960750658 0.00711667793474006 0.00195198126097989 0.00277192593413904 0 0.00743693479295574 0.0207687914294121 0.0237315487208695 0.00120500801330329 0
"cubierta" 0.00948047023132347 0.00632571085175697 0.00286073921501316 0.0118611298912334 0.037087643958618 0.00277192593413904 0 0.00446216087577344 0.00649024732169127 0.0047463097441739 0.0120500801330329 0.0154209931119564
"igual" 0.00948047023132347 0.00948856627763545 0.00858221764503948 0.00711667793474006 0.0253757563927386 0.0138596296706952 0.0111470293166871 0.00743693479295574 0.00822097994080894 0.0047463097441739 0.00482003205321315 0.0102806620746376
"llaman" 0.00189609404626469 0.0126514217035139 0.0071518480375329 0.0177916948368502 0.00585594378293968 0.0194034815389733 0.00557351465834355 0.0282603522132318 0.00432683154779418 0.0047463097441739 0.00602504006651644 0
"luna" 0.0132726583238529 0.0221399879811494 0.00572147843002632 0.00948890391298675 0.00195198126097989 0.00277192593413904 0.0390146026084049 0.00148738695859115 0.00865366309558836 0.0047463097441739 0.0120500801330329 0.0205613241492752
"remedio" 0.00568828213879408 0.00948856627763545 0.00858221764503948 0.0213500338042202 0.00585594378293968 0.00831577780241712 0 0.010411708710138 0.00129804946433825 0 0.0228951522527625 0.0308419862239128
"tras" 0.00568828213879408 0.00316285542587848 0.0185948048975855 0.00355833896737003 0.0195198126097989 0.00277192593413904 0.00557351465834355 0.0148738695859115 0.0095190294051472 0 0.00602504006651644 0.0102806620746376
"conciencia" 0.00568828213879408 0.0126514217035139 0.00143036960750658 0.00118611298912334 0.00780792504391958 0 0 0.0148738695859115 0.0173073261911767 0.00949261948834781 0.00482003205321315 0.0051403310373188
"cuarenta" 0.0189609404626469 0 0.00572147843002632 0.00711667793474006 0.0234237751317587 0.00554385186827808 0 0.00743693479295574 0.00908634625036778 0 0.0120500801330329 0
"diga" 0 0 0.0071518480375329 0.0166055818477268 0.00975990630489947 0.00554385186827808 0 0.00148738695859115 0.0125478114886031 0.0142389292325217 0.0108450721197296 0.0102806620746376
"esperar" 0.0151687523701176 0.00316285542587848 0.0071518480375329 0.00593056494561672 0.00195198126097989 0.0194034815389733 0.0167205439750307 0.00297477391718229 0.0121151283338237 0.0047463097441739 0.00723004807981973 0.0154209931119564
"éstas" 0.00189609404626469 0.00316285542587848 0.0114429568600526 0.0106750169021101 0.0175678313488191 0 0.00557351465834355 0.0252855782960495 0.00562488101213244 0 0.0132550881463362 0
"hablando" 0.00758437618505878 0.00316285542587848 0.00429110882251974 0.00830279092386341 0.0156158500878392 0 0 0.00743693479295574 0.0125478114886031 0.00949261948834781 0.0120500801330329 0.0051403310373188
"miró" 0.0208570345089116 0.0253028434070279 0.0071518480375329 0.00355833896737003 0.00780792504391958 0 0.00557351465834355 0.00297477391718229 0.0121151283338237 0.0189852389766956 0.00241001602660658 0.0102806620746376
"relación" 0.0170648464163823 0 0 0.00830279092386341 0.0117118875658794 0.00277192593413904 0.00557351465834355 0.00446216087577344 0.013413177798162 0.00949261948834781 0.00843505609312302 0.0154209931119564
"siento" 0.00758437618505878 0.00316285542587848 0.00286073921501316 0.00948890391298675 0.00390396252195979 0.00831577780241712 0 0.00297477391718229 0.0112497620242649 0.0379704779533912 0.0120500801330329 0.0205613241492752
"tánto" 0 0 0.100125872525461 0 0 0 0 0 0 0 0 0
"tranquilo" 0.00379218809252939 0.00948856627763545 0.00143036960750658 0.00118611298912334 0.0117118875658794 0.0138596296706952 0.0111470293166871 0.00148738695859115 0.0168746430363973 0.0142389292325217 0.00602504006651644 0.0102806620746376
"capitán" 0 0 0 0.0130472428803568 0.0214717938707788 0 0.0167205439750307 0.00743693479295574 0.0116824451790443 0.0142389292325217 0.0108450721197296 0
"criada" 0 0.0126514217035139 0.0071518480375329 0.0272805987498369 0 0 0 0.00892432175154688 0.00432683154779418 0.0047463097441739 0.0241001602660658 0
"cuyas" 0.0113765642775882 0.00316285542587848 0.00143036960750658 0.00474445195649338 0.0136638688268593 0 0.0222940586333742 0.00743693479295574 0.0155765935720591 0.0047463097441739 0.00361502403990987 0.0051403310373188
"encima" 0 0.00316285542587848 0.0071518480375329 0.0391417286410704 0.0136638688268593 0.00831577780241712 0.00557351465834355 0.0118990956687292 0.00259609892867651 0.00949261948834781 0.00361502403990987 0
"interior" 0.0113765642775882 0.00316285542587848 0.00143036960750658 0.00355833896737003 0.00780792504391958 0 0 0.00148738695859115 0.0142785441077208 0.0142389292325217 0.0192801282128526 0.0051403310373188
"llamar" 0 0.00632571085175697 0.00858221764503948 0.0118611298912334 0.00585594378293968 0.0138596296706952 0.0167205439750307 0.0133864826273203 0.00908634625036778 0.00949261948834781 0.00843505609312302 0.0051403310373188
"manda" 0 0 0.0071518480375329 0.0142333558694801 0.0156158500878392 0.0388069630779466 0 0.00297477391718229 0.00822097994080894 0 0.0108450721197296 0
"miraba" 0.024649222601441 0.0126514217035139 0.00429110882251974 0.00593056494561672 0.00390396252195979 0.0110877037365562 0.0334410879500613 0.00148738695859115 0.00605756416691185 0.0332241682092173 0.00843505609312302 0.0154209931119564
"orgullo" 0.0322335987864998 0.00316285542587848 0.00429110882251974 0.00237222597824669 0.0195198126097989 0.00554385186827808 0.0334410879500613 0.00148738695859115 0.00562488101213244 0.0142389292325217 0.0108450721197296 0.0102806620746376
"peso" 0.0170648464163823 0.0253028434070279 0.0071518480375329 0.00711667793474006 0.00390396252195979 0.0277192593413904 0.00557351465834355 0.0133864826273203 0.00389414839301476 0.0047463097441739 0.0108450721197296 0
"pueblos" 0.00189609404626469 0.00316285542587848 0.00429110882251974 0.0189778078259735 0.00195198126097989 0 0 0.00446216087577344 0.0155765935720591 0 0.00602504006651644 0.0154209931119564
"retiro" 0.00379218809252939 0.0126514217035139 0 0.041513954619317 0 0 0 0 0.0112497620242649 0.00949261948834781 0 0
"rivera" 0 0 0 0 0 0 0 0 0.0281244050606622 0 0.00482003205321315 0
"sitio" 0.0284414106939704 0.0221399879811494 0 0.0130472428803568 0.0136638688268593 0 0.0111470293166871 0 0 0.00949261948834781 0.00843505609312302 0.0925259586717385
"tío" 0.00758437618505878 0.0221399879811494 0.0100125872525461 0 0.0195198126097989 0 0.0111470293166871 0.00594954783436459 0.00129804946433825 0.0142389292325217 0.0265101762926723 0.0359823172612316
"acento" 0.0303375047402351 0.0126514217035139 0.00286073921501316 0.00118611298912334 0.00390396252195979 0 0.0668821759001226 0 0.00822097994080894 0.0427167876975651 0 0.0154209931119564
"convento" 0.0132726583238529 0.00632571085175697 0 0.00355833896737003 0 0 0 0.00892432175154688 0.00519219785735302 0 0.045790304505525 0
"escribir" 0.0113765642775882 0.00316285542587848 0.0071518480375329 0.0106750169021101 0.00195198126097989 0 0.00557351465834355 0.0163612565445026 0.00995171255992662 0.00949261948834781 0.00964006410642631 0.0051403310373188
"estancia" 0.0284414106939704 0.00316285542587848 0 0.034397276684577 0 0.0277192593413904 0.0167205439750307 0 0.00432683154779418 0 0 0
"francés" 0.00189609404626469 0 0.00143036960750658 0 0.037087643958618 0 0 0 0.0164419598816179 0.0047463097441739 0.00241001602660658 0.0308419862239128
"habia" 0 0 0 0 0 0.188490963521455 0 0 0 0 0 0
"medida" 0.00568828213879408 0 0.0100125872525461 0.00355833896737003 0.00390396252195979 0.0166315556048342 0 0.00446216087577344 0.0129804946433825 0.0189852389766956 0.00241001602660658 0.0411226482985504
"mira" 0.0132726583238529 0.0126514217035139 0.00429110882251974 0.00830279092386341 0.00390396252195979 0 0.0167205439750307 0.0208234174202761 0.00908634625036778 0 0.00602504006651644 0.0102806620746376
"par" 0.00189609404626469 0.00632571085175697 0.027177022542625 0.00711667793474006 0.0175678313488191 0.00554385186827808 0 0.0118990956687292 0.00692293047647069 0.00949261948834781 0.00361502403990987 0
"propio" 0.00379218809252939 0.0221399879811494 0.0185948048975855 0.00355833896737003 0.0136638688268593 0 0 0.0163612565445026 0.00778829678602953 0.0047463097441739 0.00602504006651644 0.0051403310373188
"recibido" 0.00758437618505878 0 0.00572147843002632 0.00474445195649338 0 0 0.00557351465834355 0.00297477391718229 0.0147112272625002 0.0142389292325217 0.016870112186246 0.0102806620746376
"semana" 0 0.00632571085175697 0.0128733264675592 0.0225361467933435 0 0.00277192593413904 0.00557351465834355 0.00594954783436459 0.00649024732169127 0 0.0192801282128526 0.0051403310373188
"trabajar" 0 0.00316285542587848 0.00429110882251974 0.0118611298912334 0.00195198126097989 0.0443508149462246 0 0.0297477391718229 0.00519219785735302 0 0.00602504006651644 0
"vergüenza" 0.00189609404626469 0.0316285542587848 0.017164435290079 0.0189778078259735 0.0117118875658794 0.0194034815389733 0 0.010411708710138 0.000432683154779418 0.0047463097441739 0.00843505609312302 0
"ángel" 0.043610163064088 0.00632571085175697 0.00429110882251974 0.00593056494561672 0.00195198126097989 0 0.0278675732917178 0.00446216087577344 0.00692293047647069 0.00949261948834781 0.00723004807981973 0.0051403310373188
"cádiz" 0 0 0 0 0.126878781963693 0 0 0.00148738695859115 0.000432683154779418 0 0 0
"comida" 0.0113765642775882 0 0.0157340656825724 0.0189778078259735 0.00390396252195979 0.00277192593413904 0 0.00297477391718229 0.0047595147025736 0.00949261948834781 0.0192801282128526 0
"conocía" 0.00568828213879408 0.0189771325552709 0.00286073921501316 0.00948890391298675 0.0136638688268593 0 0.00557351465834355 0.0133864826273203 0.00908634625036778 0.00949261948834781 0.00723004807981973 0.0102806620746376
"deber" 0.0132726583238529 0.00948856627763545 0.00143036960750658 0.00237222597824669 0.0175678313488191 0.0304911852755294 0.00557351465834355 0.00148738695859115 0.00562488101213244 0.0427167876975651 0.00964006410642631 0.0102806620746376
"dirigiéndose" 0.00379218809252939 0.00316285542587848 0.0071518480375329 0.00474445195649338 0.0117118875658794 0 0.0167205439750307 0 0.0168746430363973 0.0047463097441739 0.00723004807981973 0
"empezó" 0.00189609404626469 0.0221399879811494 0.00143036960750658 0.00948890391298675 0.00585594378293968 0.0277192593413904 0.00557351465834355 0 0.013413177798162 0.0142389292325217 0.00120500801330329 0.0051403310373188
"espalda" 0.0113765642775882 0.00632571085175697 0.00143036960750658 0.00830279092386341 0.00390396252195979 0.00277192593413904 0.0167205439750307 0 0.0138458609529414 0.0142389292325217 0.0108450721197296 0.0051403310373188
"ilustre" 0.00189609404626469 0 0.00286073921501316 0.00118611298912334 0.00390396252195979 0 0 0.00297477391718229 0.0199034251198532 0 0.0156651041729427 0
"juego" 0 0.00948856627763545 0.0071518480375329 0.00711667793474006 0.0136638688268593 0.0471227408803637 0.0111470293166871 0.0237981913374584 0.00216341577389709 0.0047463097441739 0.00602504006651644 0
"luis" 0.0663632916192643 0.00948856627763545 0.00572147843002632 0 0.00195198126097989 0 0 0.00148738695859115 0.00692293047647069 0 0.00843505609312302 0
"marcelina" 0 0 0 0 0 0 0 0 0.028989771370221 0 0 0
"monte" 0.00189609404626469 0.00632571085175697 0.0100125872525461 0.0308389377172069 0 0.00831577780241712 0.00557351465834355 0.00148738695859115 0.00216341577389709 0 0.00964006410642631 0.0668243034851444
"montevideo" 0 0 0 0 0.00195198126097989 0 0 0 0.0285570882154416 0 0 0
"murió" 0.0113765642775882 0 0.00572147843002632 0.00830279092386341 0.00780792504391958 0.00554385186827808 0.00557351465834355 0.0178486435030938 0.00216341577389709 0.0142389292325217 0.0265101762926723 0.0051403310373188
"música" 0 0.00316285542587848 0.00572147843002632 0.0118611298912334 0.00975990630489947 0 0.0167205439750307 0.00446216087577344 0.00519219785735302 0.0427167876975651 0.0204851362261559 0.0154209931119564
"quedado" 0.00379218809252939 0.00316285542587848 0.00143036960750658 0.0166055818477268 0.0195198126097989 0.00277192593413904 0 0.0133864826273203 0.00649024732169127 0.0142389292325217 0.0120500801330329 0.0051403310373188
"ricos" 0.00379218809252939 0 0.0071518480375329 0.0272805987498369 0.00390396252195979 0.00277192593413904 0 0.0223108043788672 0.00259609892867651 0.00949261948834781 0.0132550881463362 0
"verla" 0.024649222601441 0.0221399879811494 0.0071518480375329 0.00474445195649338 0 0.00277192593413904 0.0334410879500613 0.00297477391718229 0.00216341577389709 0.00949261948834781 0.0180751201995493 0.0359823172612316
"atrás" 0.00379218809252939 0.0221399879811494 0.00858221764503948 0.0177916948368502 0.00195198126097989 0.00554385186827808 0.00557351465834355 0.00148738695859115 0.0095190294051472 0.0047463097441739 0.00482003205321315 0.0205613241492752
"carne" 0.00379218809252939 0.0158142771293924 0.0114429568600526 0.0213500338042202 0.00195198126097989 0.0194034815389733 0 0.00446216087577344 0.00259609892867651 0 0.0180751201995493 0.0051403310373188
"cuyos" 0.00758437618505878 0.00316285542587848 0.0071518480375329 0.00474445195649338 0.0214717938707788 0 0 0.00594954783436459 0.0138458609529414 0 0.00241001602660658 0.0154209931119564
"di" 0 0.00948856627763545 0.0128733264675592 0.0106750169021101 0.0136638688268593 0.00554385186827808 0.0111470293166871 0.0252855782960495 0.00389414839301476 0 0.00843505609312302 0.0051403310373188
"entraba" 0.00189609404626469 0.0126514217035139 0.00572147843002632 0.00593056494561672 0.00390396252195979 0.00277192593413904 0.0111470293166871 0.00148738695859115 0.0151439104172796 0.0047463097441739 0.0120500801330329 0
"fiestas" 0 0.00316285542587848 0.0257466529351184 0.0118611298912334 0.00390396252195979 0.00277192593413904 0 0.00446216087577344 0.00389414839301476 0 0.0156651041729427 0.0462629793358692
"muchachas" 0 0.00948856627763545 0.0343288705801579 0.0106750169021101 0 0 0.0222940586333742 0.00892432175154688 0.00129804946433825 0.0047463097441739 0.0156651041729427 0.0154209931119564
"pelo" 0.00568828213879408 0.0347914096846633 0.0157340656825724 0.0213500338042202 0.00195198126097989 0.0166315556048342 0.00557351465834355 0.00594954783436459 0.00173073261911767 0.00949261948834781 0.00482003205321315 0.0051403310373188
"puerto" 0.068259385665529 0.00316285542587848 0 0.00237222597824669 0.0136638688268593 0 0 0.00446216087577344 0.00605756416691185 0 0.00361502403990987 0
"reales" 0.00379218809252939 0 0.0071518480375329 0.0166055818477268 0.00390396252195979 0 0 0.0282603522132318 0.00173073261911767 0 0.0241001602660658 0
"seguridad" 0.00189609404626469 0 0.00286073921501316 0.00948890391298675 0.00195198126097989 0 0 0.00446216087577344 0.0177400093459561 0.0047463097441739 0.00482003205321315 0.025701655186594
"servir" 0.00379218809252939 0.00948856627763545 0.00429110882251974 0.00948890391298675 0.0156158500878392 0.0166315556048342 0.0111470293166871 0.0133864826273203 0.00735561363125011 0.0047463097441739 0.00843505609312302 0
"temor" 0.0113765642775882 0.00632571085175697 0.00572147843002632 0.00474445195649338 0.00975990630489947 0.00277192593413904 0.00557351465834355 0.0118990956687292 0.00995171255992662 0.00949261948834781 0.00241001602660658 0.0411226482985504
"alcoba" 0 0 0.00143036960750658 0.0260944857607136 0.00195198126097989 0 0.0222940586333742 0 0.0142785441077208 0 0 0.0205613241492752
"cadáver" 0.0227531285551763 0.0126514217035139 0.00143036960750658 0.00237222597824669 0.0117118875658794 0 0.0111470293166871 0.0237981913374584 0.00605756416691185 0.0142389292325217 0.00482003205321315 0.0051403310373188
