"avellaneda_sab_cuba" "bazan_various_spain" "carrasquilla_frutosDeMiTierra_colombia" "diaz_manuela_colombia" "galdos_trafalgar_spain" "hernandez_martinFierro_argentina" "isaacs_maria_colombia" "lizardi_periquilloFull_mexico" "marmol_amalia_argentina" "mitre_soledad_bolivia" "palacios_elAlferezReal_colombia" "samper_dolores_colombia"
"siempre" 0.0720515737580584 0.0632571085175697 0.0958347637029408 0.0367695026628237 0.0995510443099746 0.241157556270096 0.0613086612417791 0.0639576392194193 0.0856712646463248 0.175613460534434 0.119295793317026 0.179911586306158
"son" 0.0796359499431172 0.0442799759622988 0.071518480375329 0.122169637879704 0.0468475502635175 0.157999778245925 0.050161631925092 0.190385530699667 0.0982190761349279 0.0569557169300869 0.0530203525853447 0.0359823172612316
"nada" 0.0815320439893819 0.0948856627763545 0.1087080901705 0.0830279092386341 0.0702713253952762 0.0887016298924493 0.0390146026084049 0.0832936696811042 0.116391768635663 0.0901798851393042 0.0747104968248039 0.0771049655597821
"entonces" 0.149791429654911 0.0632571085175697 0.0514933058702369 0.0770973442930174 0.134686707007613 0.0332631112096685 0.156058410433619 0.0743693479295574 0.101247858218384 0.109165124116 0.0819405449046236 0.12850827593297
"uno" 0.0644671975729996 0.0569313976658127 0.0758095891978487 0.072352892336524 0.0800312317001757 0.191262889455594 0.0836027198751533 0.101142313184198 0.106007372920957 0.0664483364184347 0.0831455529179269 0.102806620746376
"padre" 0.128934395145999 0.0790713856469621 0.0343288705801579 0.0142333558694801 0.0273277376537185 0.0471227408803637 0.351131423475644 0.148738695859115 0.0467297807161772 0.0237315487208695 0.243411618687264 0.318700524313766
"tenía" 0.0625711035267349 0.091722807350476 0.125872525460579 0.0984473780972375 0.126878781963693 0.0194034815389733 0.100323263850184 0.113041408852927 0.0674985721455892 0.099672504627652 0.116885777290419 0.133648606970289
"ver" 0.068259385665529 0.098048518202233 0.11729030781554 0.0877723611951274 0.105406988092914 0.0887016298924493 0.0836027198751533 0.09073060447406 0.086969314110663 0.104418814371826 0.0759155048381072 0.102806620746376
"otra" 0.0777398558968525 0.0474428313881772 0.0915436548804211 0.111494620977594 0.0624634003513566 0.0748420002217541 0.0557351465834355 0.0832936696811042 0.0999498087540456 0.0759409559067825 0.0855555689445335 0.138788938007608
"momento" 0.193401592718999 0.0221399879811494 0.0228859137201053 0.00948890391298675 0.0644153816123365 0.0554385186827808 0.0836027198751533 0.0208234174202761 0.144948856851105 0.156628221557739 0.0903756009977466 0.123367944895651
"sino" 0.0568828213879408 0.0632571085175697 0.0557844146927566 0.134030767770938 0.0644153816123365 0.0166315556048342 0.0167205439750307 0.157663017610662 0.106872739230516 0.0759409559067825 0.0674804487449842 0.0616839724478256
"señora" 0.0417140690178233 0.0537685422399342 0.0743792195903421 0.0830279092386341 0.0195198126097989 0.00554385186827808 0.0111470293166871 0.0312351261304141 0.179996192388238 0.0332241682092173 0.054225360598648 0.0154209931119564
"también" 0.123246113007205 0.0506056868140557 0.0944043940954343 0.0889584741842508 0.18153425727113 0 0.0278675732917178 0.0788315088053308 0.0930268782775749 0.0711946461626086 0.0518153445720414 0.0822452965971009
"mí" 0.087220326128176 0.0695828193693266 0.0357592401876645 0.068794553369154 0.169822369705251 0.0554385186827808 0.228514100992086 0.154688243693479 0.0605756416691185 0.132896672836869 0.0554303686119513 0.221034234604709
"desde" 0.0663632916192643 0.0759085302210836 0.0801006980203685 0.0865862482060041 0.130782744485653 0.00554385186827808 0.111470293166871 0.0371846739647787 0.100382491908825 0.0759409559067825 0.110860737223903 0.0668243034851444
"corazón" 0.280621918847175 0.091722807350476 0.0457718274402105 0.0581195364670438 0.0351356626976381 0.00277192593413904 0.0947497491918404 0.0550333174678724 0.084805898336766 0.232569177464521 0.0590453926518611 0.133648606970289
"toda" 0.0967007963594994 0.0632571085175697 0.0600755235152763 0.0664223273909073 0.0917431192660551 0.0803858520900322 0.0780292052168097 0.0699071870537839 0.0921615119680161 0.109165124116 0.119295793317026 0.051403310373188
"aquí" 0.0815320439893819 0.0316285542587848 0.0972651333104474 0.129286315814444 0.0702713253952762 0.0388069630779466 0.0334410879500613 0.0788315088053308 0.0917288288132366 0.0664483364184347 0.0831455529179269 0.0668243034851444
"tiene" 0.0511945392491468 0.0379542651105418 0.0972651333104474 0.119797411901458 0.0331836814366582 0.205122519126289 0.0111470293166871 0.0877558305568777 0.0917288288132366 0.0617020266742608 0.062660416691771 0.0462629793358692
"les" 0.0474023511566174 0.0411171205364203 0.124442155853072 0.134030767770938 0.130782744485653 0.241157556270096 0.050161631925092 0.107091861018563 0.0389414839301476 0.052209407185913 0.0590453926518611 0.0205613241492752
"quien" 0.0587789154342055 0.0790713856469621 0.0586451539077698 0.0486306325540571 0.0566074565684169 0.149684000443508 0.128190837141902 0.118990956687292 0.0887000467297807 0.137642982581043 0.071095472784894 0.0411226482985504
"tal" 0.0379218809252939 0.101211373628111 0.102986611740474 0.0747251183147707 0.0839351942221355 0.157999778245925 0.0836027198751533 0.116016182770109 0.0484605133352948 0.109165124116 0.101220673117476 0.0925259586717385
"mucho" 0.0455062571103527 0.0442799759622988 0.11299919899302 0.0877723611951274 0.0800312317001757 0.069298148353476 0.050161631925092 0.110066634935745 0.0623063742882362 0.0949261948834781 0.113270753250509 0.0616839724478256
"hacer" 0.0474023511566174 0.0316285542587848 0.0886829156654079 0.0593056494561672 0.0546554753074371 0.0914735558265883 0.0836027198751533 0.110066634935745 0.0960556603610308 0.0664483364184347 0.0759155048381072 0.0668243034851444
"poco" 0.0777398558968525 0.0632571085175697 0.0872525460579014 0.072352892336524 0.121022838180753 0.0942454817607273 0.0613086612417791 0.102629700142789 0.0666332058360304 0.0664483364184347 0.079530528878017 0.0822452965971009
"todas" 0.087220326128176 0.0347914096846633 0.0772399588053553 0.109122394999348 0.074175287917236 0.0443508149462246 0.0613086612417791 0.0594954783436459 0.0843732151819865 0.0759409559067825 0.0951956330509598 0.0565436414105068
"cabeza" 0.12514220705347 0.117025650757504 0.0529236754777435 0.0260944857607136 0.0663673628733164 0.0415788890120856 0.100323263850184 0.0342099000475964 0.11898786756434 0.128150363092695 0.0614554086784677 0.0154209931119564
"aquella" 0.195297686765264 0.113862795331625 0.0286073921501316 0.0154194688586035 0.154206519617412 0.0803858520900322 0.161631925091963 0.0520585435506901 0.0865366309558836 0.161374531301913 0.0120500801330329 0.0925259586717385
"puerta" 0.0530906332954115 0.0537685422399342 0.0829614372353816 0.0628639884235372 0.0175678313488191 0.0166315556048342 0.0668821759001226 0.0327225130890052 0.11898786756434 0.0711946461626086 0.103630689144083 0.12850827593297
"menos" 0.0834281380356466 0.0442799759622988 0.0758095891978487 0.0664223273909073 0.101503025570955 0.0443508149462246 0.0668821759001226 0.133864826273203 0.0856712646463248 0.0617020266742608 0.0469953125188282 0.0719646345224633
"tu" 0.191505498672734 0.0347914096846633 0.027177022542625 0.0510028585323038 0.00975990630489947 0.0360350371438075 0.111470293166871 0.124940504521656 0.0722580868481628 0.261047035929565 0.0614554086784677 0.133648606970289
"doña" 0 0 0.0429110882251974 0.0438861805975637 0.130782744485653 0 0 0.00297477391718229 0.0990844424444867 0 0.275946835046453 0
"allí" 0.0322335987864998 0.098048518202233 0.0400503490101842 0.0557473104887972 0.0800312317001757 0.155227852311786 0.100323263850184 0.0371846739647787 0.0731234531577217 0.0427167876975651 0.144600961596395 0.0719646345224633
"rosas" 0.00189609404626469 0.0158142771293924 0.00143036960750658 0.00118611298912334 0.00390396252195979 0.00277192593413904 0.050161631925092 0 0.234514269890445 0 0 0.0051403310373188
"ahora" 0.0417140690178233 0.0664199639434482 0.0843918068428882 0.0865862482060041 0.0487995315244974 0 0.0390146026084049 0.0475963826749167 0.0804790667889718 0.052209407185913 0.126525841396845 0.0668243034851444
"cómo" 0.0398179749715586 0.0569313976658127 0.114429568600526 0.0984473780972375 0.0605114190903767 0.0110877037365562 0.050161631925092 0.0892432175154688 0.0666332058360304 0.0189852389766956 0.0867605769578368 0.0925259586717385
"eran" 0.0511945392491468 0.0347914096846633 0.0729488499828356 0.0711667793474006 0.0975990630489947 0.0471227408803637 0.0724556905584662 0.0654450261780105 0.0532200280378684 0.0711946461626086 0.156651041729428 0.0308419862239128
"amor" 0.180128934395146 0.0790713856469621 0.0657970019453027 0.0403278416301937 0.0234237751317587 0.0360350371438075 0.144911381116932 0.0446216087577344 0.0467297807161772 0.318002752859652 0.0879655849711401 0.0719646345224633
"ellos" 0.0663632916192643 0.0221399879811494 0.0429110882251974 0.0427000676084404 0.0761272691782159 0.0498946668145027 0.0724556905584662 0.101142313184198 0.0938922445871337 0.0474630974417391 0.0638654247050743 0.0719646345224633
"años" 0.109973454683352 0.0948856627763545 0.0314681313651448 0.0320250507063303 0.0839351942221355 0.0526665927486418 0.128190837141902 0.0758567348881485 0.0592775922047803 0.104418814371826 0.101220673117476 0.113087282821014
